"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","AQUAPROD","TOT","USD","A","2000",253729466,
"AUS","AQUAPROD","TOT","USD","A","2001",255158653,
"AUS","AQUAPROD","TOT","USD","A","2002",262864370,
"AUS","AQUAPROD","TOT","USD","A","2003",284096105,
"AUS","AQUAPROD","TOT","USD","A","2004",375821910,
"AUS","AQUAPROD","TOT","USD","A","2005",351835462,
"AUS","AQUAPROD","TOT","USD","A","2006",435937172,
"AUS","AQUAPROD","TOT","USD","A","2007",550348253,
"AUS","AQUAPROD","TOT","USD","A","2008",597747114,
"AUS","AQUAPROD","TOT","USD","A","2009",622509716,
"AUS","AQUAPROD","TOT","USD","A","2010",726172130,
"AUS","AQUAPROD","TOT","USD","A","2011",852699409,
"AUS","AQUAPROD","TOT","USD","A","2012",969132342,
"AUS","AQUAPROD","TOT","USD","A","2013",941627189,
"AUS","AQUAPROD","TOT","USD","A","2014",714528621,
"AUS","AQUAPROD","TOT","USD","A","2015",667973688,
"AUS","AQUAPROD","TOT","USD","A","2016",753852106,
"AUS","AQUAPROD","TOT","USD","A","2017",822430766,
"AUS","AQUAPROD","TOT","USD","A","2018",930586713,
"AUS","AQUAPROD","TOT","USD","A","2019",883319525,
"AUS","AQUAPROD","TOT","USD","A","2020",971379052,
"AUS","AQUAPROD","TOT","USD","A","2021",1266956510,
"AUT","AQUAPROD","TOT","USD","A","2000",11960535,
"AUT","AQUAPROD","TOT","USD","A","2001",10960850,
"AUT","AQUAPROD","TOT","USD","A","2002",10837300,
"AUT","AQUAPROD","TOT","USD","A","2003",10339110,
"AUT","AQUAPROD","TOT","USD","A","2004",10168700,
"AUT","AQUAPROD","TOT","USD","A","2005",10913800,
"AUT","AQUAPROD","TOT","USD","A","2006",15698700,
"AUT","AQUAPROD","TOT","USD","A","2007",15956500,
"AUT","AQUAPROD","TOT","USD","A","2008",18740000,
"AUT","AQUAPROD","TOT","USD","A","2009",19357000,
"AUT","AQUAPROD","TOT","USD","A","2010",26985900,
"AUT","AQUAPROD","TOT","USD","A","2011",23528248,
"AUT","AQUAPROD","TOT","USD","A","2012",23002084,
"AUT","AQUAPROD","TOT","USD","A","2013",24499793,
"AUT","AQUAPROD","TOT","USD","A","2014",26797880,
"AUT","AQUAPROD","TOT","USD","A","2015",22436991,
"AUT","AQUAPROD","TOT","USD","A","2016",24874794,
"AUT","AQUAPROD","TOT","USD","A","2017",28616236,
"AUT","AQUAPROD","TOT","USD","A","2018",31225136,
"AUT","AQUAPROD","TOT","USD","A","2019",33320875,
"AUT","AQUAPROD","TOT","USD","A","2020",35034592,
"AUT","AQUAPROD","TOT","USD","A","2021",40581521,"E"
"BEL","AQUAPROD","TOT","USD","A","2000",6140500,
"BEL","AQUAPROD","TOT","USD","A","2001",6017500,
"BEL","AQUAPROD","TOT","USD","A","2002",5455500,
"BEL","AQUAPROD","TOT","USD","A","2003",3728000,"E"
"BEL","AQUAPROD","TOT","USD","A","2004",2159500,"E"
"BEL","AQUAPROD","TOT","USD","A","2005",1309500,"E"
"BEL","AQUAPROD","TOT","USD","A","2006",736649,
"BEL","AQUAPROD","TOT","USD","A","2007",784834,
"BEL","AQUAPROD","TOT","USD","A","2008",981683,"E"
"BEL","AQUAPROD","TOT","USD","A","2009",3786738,"E"
"BEL","AQUAPROD","TOT","USD","A","2010",4452656,"E"
"BEL","AQUAPROD","TOT","USD","A","2011",646200,
"BEL","AQUAPROD","TOT","USD","A","2012",2811503,"E"
"BEL","AQUAPROD","TOT","USD","A","2013",1339845,"E"
"BEL","AQUAPROD","TOT","USD","A","2014",1351736,
"BEL","AQUAPROD","TOT","USD","A","2015",599137,"E"
"BEL","AQUAPROD","TOT","USD","A","2016",487037,"E"
"BEL","AQUAPROD","TOT","USD","A","2017",774396,
"BEL","AQUAPROD","TOT","USD","A","2018",993632,
"BEL","AQUAPROD","TOT","USD","A","2019",602680,
"BEL","AQUAPROD","TOT","USD","A","2020",1592256,
"BEL","AQUAPROD","TOT","USD","A","2021",1711745,
"CAN","AQUAPROD","TOT","USD","A","2000",391730024,
"CAN","AQUAPROD","TOT","USD","A","2001",470021593,
"CAN","AQUAPROD","TOT","USD","A","2002",396525016,
"CAN","AQUAPROD","TOT","USD","A","2003",397286468,
"CAN","AQUAPROD","TOT","USD","A","2004",398907050,
"CAN","AQUAPROD","TOT","USD","A","2005",583889139,
"CAN","AQUAPROD","TOT","USD","A","2006",797615916,
"CAN","AQUAPROD","TOT","USD","A","2007",703915944,
"CAN","AQUAPROD","TOT","USD","A","2008",750477116,
"CAN","AQUAPROD","TOT","USD","A","2009",702840965,
"CAN","AQUAPROD","TOT","USD","A","2010",892870462,
"CAN","AQUAPROD","TOT","USD","A","2011",846689851,
"CAN","AQUAPROD","TOT","USD","A","2012",866081794,
"CAN","AQUAPROD","TOT","USD","A","2013",921902631,
"CAN","AQUAPROD","TOT","USD","A","2014",685914498,
"CAN","AQUAPROD","TOT","USD","A","2015",756513201,
"CAN","AQUAPROD","TOT","USD","A","2016",1017431036,
"CAN","AQUAPROD","TOT","USD","A","2017",1074138397,
"CAN","AQUAPROD","TOT","USD","A","2018",1091770992,
"CAN","AQUAPROD","TOT","USD","A","2019",929122147,
"CAN","AQUAPROD","TOT","USD","A","2020",780941531,
"CAN","AQUAPROD","TOT","USD","A","2021",1073745722,
"CZE","AQUAPROD","TOT","USD","A","2000",48871650,
"CZE","AQUAPROD","TOT","USD","A","2001",50512500,
"CZE","AQUAPROD","TOT","USD","A","2002",33387596,
"CZE","AQUAPROD","TOT","USD","A","2003",39050475,
"CZE","AQUAPROD","TOT","USD","A","2004",39333596,
"CZE","AQUAPROD","TOT","USD","A","2005",43911824,
"CZE","AQUAPROD","TOT","USD","A","2006",44593401,
"CZE","AQUAPROD","TOT","USD","A","2007",49724625,
"CZE","AQUAPROD","TOT","USD","A","2008",61093717,
"CZE","AQUAPROD","TOT","USD","A","2009",55037670,
"CZE","AQUAPROD","TOT","USD","A","2010",53483157,
"CZE","AQUAPROD","TOT","USD","A","2011",61680512,
"CZE","AQUAPROD","TOT","USD","A","2012",53591539,
"CZE","AQUAPROD","TOT","USD","A","2013",49565705,
"CZE","AQUAPROD","TOT","USD","A","2014",50087982,
"CZE","AQUAPROD","TOT","USD","A","2015",42134086,
"CZE","AQUAPROD","TOT","USD","A","2016",44014388,
"CZE","AQUAPROD","TOT","USD","A","2017",48892840,
"CZE","AQUAPROD","TOT","USD","A","2018",53758131,
"CZE","AQUAPROD","TOT","USD","A","2019",46851424,
"CZE","AQUAPROD","TOT","USD","A","2020",45289909,
"CZE","AQUAPROD","TOT","USD","A","2021",50738423,
"DNK","AQUAPROD","TOT","USD","A","2000",146871000,
"DNK","AQUAPROD","TOT","USD","A","2001",149610300,
"DNK","AQUAPROD","TOT","USD","A","2002",112309900,
"DNK","AQUAPROD","TOT","USD","A","2003",104074159,
"DNK","AQUAPROD","TOT","USD","A","2004",131419389,
"DNK","AQUAPROD","TOT","USD","A","2005",122764727,
"DNK","AQUAPROD","TOT","USD","A","2006",130501090,
"DNK","AQUAPROD","TOT","USD","A","2007",108452636,
"DNK","AQUAPROD","TOT","USD","A","2008",128776797,
"DNK","AQUAPROD","TOT","USD","A","2009",123208130,
"DNK","AQUAPROD","TOT","USD","A","2010",133078269,"E"
"DNK","AQUAPROD","TOT","USD","A","2011",148304728,"E"
"DNK","AQUAPROD","TOT","USD","A","2012",117006302,
"DNK","AQUAPROD","TOT","USD","A","2013",145370981,"E"
"DNK","AQUAPROD","TOT","USD","A","2014",137438322,"E"
"DNK","AQUAPROD","TOT","USD","A","2015",130629534,
"DNK","AQUAPROD","TOT","USD","A","2016",136436913,"E"
"DNK","AQUAPROD","TOT","USD","A","2017",142432028,"E"
"DNK","AQUAPROD","TOT","USD","A","2018",138936390,"E"
"DNK","AQUAPROD","TOT","USD","A","2019",144541932,
"DNK","AQUAPROD","TOT","USD","A","2020",153721540,
"DNK","AQUAPROD","TOT","USD","A","2021",153674286,
"FIN","AQUAPROD","TOT","USD","A","2000",57897737,
"FIN","AQUAPROD","TOT","USD","A","2001",39721741,
"FIN","AQUAPROD","TOT","USD","A","2002",37186824,
"FIN","AQUAPROD","TOT","USD","A","2003",43533918,
"FIN","AQUAPROD","TOT","USD","A","2004",50640743,
"FIN","AQUAPROD","TOT","USD","A","2005",50780455,
"FIN","AQUAPROD","TOT","USD","A","2006",52499851,
"FIN","AQUAPROD","TOT","USD","A","2007",53194282,
"FIN","AQUAPROD","TOT","USD","A","2008",54746490,
"FIN","AQUAPROD","TOT","USD","A","2009",56096197,
"FIN","AQUAPROD","TOT","USD","A","2010",55148528,
"FIN","AQUAPROD","TOT","USD","A","2011",60000495,
"FIN","AQUAPROD","TOT","USD","A","2012",49209256,
"FIN","AQUAPROD","TOT","USD","A","2013",64758584,
"FIN","AQUAPROD","TOT","USD","A","2014",66265154,
"FIN","AQUAPROD","TOT","USD","A","2015",54766366,
"FIN","AQUAPROD","TOT","USD","A","2016",69375556,
"FIN","AQUAPROD","TOT","USD","A","2017",81366160,
"FIN","AQUAPROD","TOT","USD","A","2018",76726761,
"FIN","AQUAPROD","TOT","USD","A","2019",69998573,
"FIN","AQUAPROD","TOT","USD","A","2020",66290232,
"FIN","AQUAPROD","TOT","USD","A","2021",77767799,
"FRA","AQUAPROD","TOT","USD","A","2000",424867503,
"FRA","AQUAPROD","TOT","USD","A","2001",455170701,
"FRA","AQUAPROD","TOT","USD","A","2002",500352108,
"FRA","AQUAPROD","TOT","USD","A","2003",579838481,
"FRA","AQUAPROD","TOT","USD","A","2004",657396965,
"FRA","AQUAPROD","TOT","USD","A","2005",672785782,
"FRA","AQUAPROD","TOT","USD","A","2006",651410968,
"FRA","AQUAPROD","TOT","USD","A","2007",754051698,
"FRA","AQUAPROD","TOT","USD","A","2008",1016885333,
"FRA","AQUAPROD","TOT","USD","A","2009",960067953,
"FRA","AQUAPROD","TOT","USD","A","2010",884983879,
"FRA","AQUAPROD","TOT","USD","A","2011",959929740,
"FRA","AQUAPROD","TOT","USD","A","2012",901339526,
"FRA","AQUAPROD","TOT","USD","A","2013",920706578,
"FRA","AQUAPROD","TOT","USD","A","2014",833307217,
"FRA","AQUAPROD","TOT","USD","A","2015",687577322,
"FRA","AQUAPROD","TOT","USD","A","2016",797725815,
"FRA","AQUAPROD","TOT","USD","A","2017",865242323,
"FRA","AQUAPROD","TOT","USD","A","2018",812876687,
"FRA","AQUAPROD","TOT","USD","A","2019",857943000,
"FRA","AQUAPROD","TOT","USD","A","2020",825028147,
"FRA","AQUAPROD","TOT","USD","A","2021",889725849,
"DEU","AQUAPROD","TOT","USD","A","2000",126637602,
"DEU","AQUAPROD","TOT","USD","A","2001",139723243,
"DEU","AQUAPROD","TOT","USD","A","2002",195443674,
"DEU","AQUAPROD","TOT","USD","A","2003",161376314,
"DEU","AQUAPROD","TOT","USD","A","2004",171350644,
"DEU","AQUAPROD","TOT","USD","A","2005",158188663,
"DEU","AQUAPROD","TOT","USD","A","2006",155443940,
"DEU","AQUAPROD","TOT","USD","A","2007",191126287,
"DEU","AQUAPROD","TOT","USD","A","2008",142683944,
"DEU","AQUAPROD","TOT","USD","A","2009",127603513,
"DEU","AQUAPROD","TOT","USD","A","2010",125485227,
"DEU","AQUAPROD","TOT","USD","A","2011",119673454,
"DEU","AQUAPROD","TOT","USD","A","2012",94607007,
"DEU","AQUAPROD","TOT","USD","A","2013",103444220,
"DEU","AQUAPROD","TOT","USD","A","2014",112928533,
"DEU","AQUAPROD","TOT","USD","A","2015",88958690,
"DEU","AQUAPROD","TOT","USD","A","2016",109796758,
"DEU","AQUAPROD","TOT","USD","A","2017",118780848,
"DEU","AQUAPROD","TOT","USD","A","2018",136812836,
"DEU","AQUAPROD","TOT","USD","A","2019",138748423,
"DEU","AQUAPROD","TOT","USD","A","2020",125067708,
"DEU","AQUAPROD","TOT","USD","A","2021",137926099,
"GRC","AQUAPROD","TOT","USD","A","2000",291317888,
"GRC","AQUAPROD","TOT","USD","A","2001",307420590,
"GRC","AQUAPROD","TOT","USD","A","2002",243891240,
"GRC","AQUAPROD","TOT","USD","A","2003",348181280,
"GRC","AQUAPROD","TOT","USD","A","2004",370175253,
"GRC","AQUAPROD","TOT","USD","A","2005",429248092,
"GRC","AQUAPROD","TOT","USD","A","2006",466288738,
"GRC","AQUAPROD","TOT","USD","A","2007",533774694,
"GRC","AQUAPROD","TOT","USD","A","2008",546416383,
"GRC","AQUAPROD","TOT","USD","A","2009",556216708,
"GRC","AQUAPROD","TOT","USD","A","2010",587256857,
"GRC","AQUAPROD","TOT","USD","A","2011",660237741,"E"
"GRC","AQUAPROD","TOT","USD","A","2012",573367896,
"GRC","AQUAPROD","TOT","USD","A","2013",578319913,
"GRC","AQUAPROD","TOT","USD","A","2014",590127309,
"GRC","AQUAPROD","TOT","USD","A","2015",527363789,
"GRC","AQUAPROD","TOT","USD","A","2016",582940521,
"GRC","AQUAPROD","TOT","USD","A","2017",615686241,
"GRC","AQUAPROD","TOT","USD","A","2018",635439201,
"GRC","AQUAPROD","TOT","USD","A","2019",572550775,
"GRC","AQUAPROD","TOT","USD","A","2020",632990002,
"GRC","AQUAPROD","TOT","USD","A","2021",774296643,
"HUN","AQUAPROD","TOT","USD","A","2000",21831815,
"HUN","AQUAPROD","TOT","USD","A","2001",22644094,
"HUN","AQUAPROD","TOT","USD","A","2002",25824037,
"HUN","AQUAPROD","TOT","USD","A","2003",32884383,
"HUN","AQUAPROD","TOT","USD","A","2004",29279873,
"HUN","AQUAPROD","TOT","USD","A","2005",32709417,
"HUN","AQUAPROD","TOT","USD","A","2006",32791069,
"HUN","AQUAPROD","TOT","USD","A","2007",40574887,
"HUN","AQUAPROD","TOT","USD","A","2008",45818225,
"HUN","AQUAPROD","TOT","USD","A","2009",37848796,
"HUN","AQUAPROD","TOT","USD","A","2010",37145308,
"HUN","AQUAPROD","TOT","USD","A","2011",41949367,
"HUN","AQUAPROD","TOT","USD","A","2012",39278793,
"HUN","AQUAPROD","TOT","USD","A","2013",34691544,
"HUN","AQUAPROD","TOT","USD","A","2014",39036431,
"HUN","AQUAPROD","TOT","USD","A","2015",33991006,
"HUN","AQUAPROD","TOT","USD","A","2016",34890051,
"HUN","AQUAPROD","TOT","USD","A","2017",43733564,
"HUN","AQUAPROD","TOT","USD","A","2018",45339215,
"HUN","AQUAPROD","TOT","USD","A","2019",40359752,
"HUN","AQUAPROD","TOT","USD","A","2020",40476443,
"HUN","AQUAPROD","TOT","USD","A","2021",45066090,
"ISL","AQUAPROD","TOT","USD","A","2000",15280900,
"ISL","AQUAPROD","TOT","USD","A","2001",17988700,
"ISL","AQUAPROD","TOT","USD","A","2002",16136800,
"ISL","AQUAPROD","TOT","USD","A","2003",26295900,
"ISL","AQUAPROD","TOT","USD","A","2004",42716000,
"ISL","AQUAPROD","TOT","USD","A","2005",34640000,
"ISL","AQUAPROD","TOT","USD","A","2006",38595500,
"ISL","AQUAPROD","TOT","USD","A","2007",25020000,
"ISL","AQUAPROD","TOT","USD","A","2008",30158300,"E"
"ISL","AQUAPROD","TOT","USD","A","2009",26620300,"E"
"ISL","AQUAPROD","TOT","USD","A","2010",27890300,"E"
"ISL","AQUAPROD","TOT","USD","A","2011",39774300,"E"
"ISL","AQUAPROD","TOT","USD","A","2012",45200500,"E"
"ISL","AQUAPROD","TOT","USD","A","2013",51163200,"E"
"ISL","AQUAPROD","TOT","USD","A","2014",61721400,"E"
"ISL","AQUAPROD","TOT","USD","A","2015",47710700,
"ISL","AQUAPROD","TOT","USD","A","2016",89555400,
"ISL","AQUAPROD","TOT","USD","A","2017",144842000,
"ISL","AQUAPROD","TOT","USD","A","2018",113975600,
"ISL","AQUAPROD","TOT","USD","A","2019",192381373,
"ISL","AQUAPROD","TOT","USD","A","2020",262692339,
"ISL","AQUAPROD","TOT","USD","A","2021",433241480,
"IRL","AQUAPROD","TOT","USD","A","2000",98370918,
"IRL","AQUAPROD","TOT","USD","A","2001",91597385,
"IRL","AQUAPROD","TOT","USD","A","2002",113185922,
"IRL","AQUAPROD","TOT","USD","A","2003",110890594,
"IRL","AQUAPROD","TOT","USD","A","2004",121342820,
"IRL","AQUAPROD","TOT","USD","A","2005",132214773,
"IRL","AQUAPROD","TOT","USD","A","2006",149094790,
"IRL","AQUAPROD","TOT","USD","A","2007",162028604,
"IRL","AQUAPROD","TOT","USD","A","2008",133971659,
"IRL","AQUAPROD","TOT","USD","A","2009",141163740,
"IRL","AQUAPROD","TOT","USD","A","2010",150044175,
"IRL","AQUAPROD","TOT","USD","A","2011",173679498,
"IRL","AQUAPROD","TOT","USD","A","2012",163562383,
"IRL","AQUAPROD","TOT","USD","A","2013",152281057,
"IRL","AQUAPROD","TOT","USD","A","2014",155321550,
"IRL","AQUAPROD","TOT","USD","A","2015",159225230,
"IRL","AQUAPROD","TOT","USD","A","2016",170978803,
"IRL","AQUAPROD","TOT","USD","A","2017",220100857,
"IRL","AQUAPROD","TOT","USD","A","2018",205656320,
"IRL","AQUAPROD","TOT","USD","A","2019",190500354,
"IRL","AQUAPROD","TOT","USD","A","2020",198132049,
"IRL","AQUAPROD","TOT","USD","A","2021",207364796,
"ITA","AQUAPROD","TOT","USD","A","2000",456509520,
"ITA","AQUAPROD","TOT","USD","A","2001",417398216,
"ITA","AQUAPROD","TOT","USD","A","2002",341182120,
"ITA","AQUAPROD","TOT","USD","A","2003",522286573,
"ITA","AQUAPROD","TOT","USD","A","2004",371193516,
"ITA","AQUAPROD","TOT","USD","A","2005",611567069,
"ITA","AQUAPROD","TOT","USD","A","2006",608915190,
"ITA","AQUAPROD","TOT","USD","A","2007",801183750,
"ITA","AQUAPROD","TOT","USD","A","2008",556484438,
"ITA","AQUAPROD","TOT","USD","A","2009",664011051,
"ITA","AQUAPROD","TOT","USD","A","2010",441626731,
"ITA","AQUAPROD","TOT","USD","A","2011",561073215,
"ITA","AQUAPROD","TOT","USD","A","2012",447188506,
"ITA","AQUAPROD","TOT","USD","A","2013",521859447,
"ITA","AQUAPROD","TOT","USD","A","2014",486218086,
"ITA","AQUAPROD","TOT","USD","A","2015",406381933,"E"
"ITA","AQUAPROD","TOT","USD","A","2016",446283111,"E"
"ITA","AQUAPROD","TOT","USD","A","2017",457521814,"E"
"ITA","AQUAPROD","TOT","USD","A","2018",547525118,
"ITA","AQUAPROD","TOT","USD","A","2019",495168242,"E"
"ITA","AQUAPROD","TOT","USD","A","2020",477535773,
"ITA","AQUAPROD","TOT","USD","A","2021",710385534,
"JPN","AQUAPROD","TOT","USD","A","2000",4976348233,
"JPN","AQUAPROD","TOT","USD","A","2001",4284898864,
"JPN","AQUAPROD","TOT","USD","A","2002",3950201423,
"JPN","AQUAPROD","TOT","USD","A","2003",4106983961,
"JPN","AQUAPROD","TOT","USD","A","2004",4308085244,
"JPN","AQUAPROD","TOT","USD","A","2005",4269730526,
"JPN","AQUAPROD","TOT","USD","A","2006",4133684261,
"JPN","AQUAPROD","TOT","USD","A","2007",4108431515,
"JPN","AQUAPROD","TOT","USD","A","2008",4450365628,
"JPN","AQUAPROD","TOT","USD","A","2009",4843610037,
"JPN","AQUAPROD","TOT","USD","A","2010",5328054837,
"JPN","AQUAPROD","TOT","USD","A","2011",5507214440,
"JPN","AQUAPROD","TOT","USD","A","2012",5812013916,
"JPN","AQUAPROD","TOT","USD","A","2013",4654454776,
"JPN","AQUAPROD","TOT","USD","A","2014",4700460565,
"JPN","AQUAPROD","TOT","USD","A","2015",4537231205,
"JPN","AQUAPROD","TOT","USD","A","2016",5322738323,
"JPN","AQUAPROD","TOT","USD","A","2017",5294542272,
"JPN","AQUAPROD","TOT","USD","A","2018",5296620463,"E"
"JPN","AQUAPROD","TOT","USD","A","2019",5158807391,"E"
"JPN","AQUAPROD","TOT","USD","A","2020",5368542823,"E"
"JPN","AQUAPROD","TOT","USD","A","2021",5230394850,"E"
"KOR","AQUAPROD","TOT","USD","A","2000",696301872,
"KOR","AQUAPROD","TOT","USD","A","2001",611939068,
"KOR","AQUAPROD","TOT","USD","A","2002",702837960,
"KOR","AQUAPROD","TOT","USD","A","2003",1058475281,
"KOR","AQUAPROD","TOT","USD","A","2004",1211741914,
"KOR","AQUAPROD","TOT","USD","A","2005",1457356338,
"KOR","AQUAPROD","TOT","USD","A","2006",1688250064,
"KOR","AQUAPROD","TOT","USD","A","2007",1909398868,
"KOR","AQUAPROD","TOT","USD","A","2008",1598344450,
"KOR","AQUAPROD","TOT","USD","A","2009",1612699204,
"KOR","AQUAPROD","TOT","USD","A","2010",1807569880,
"KOR","AQUAPROD","TOT","USD","A","2011",1897992003,
"KOR","AQUAPROD","TOT","USD","A","2012",1803766411,
"KOR","AQUAPROD","TOT","USD","A","2013",1864961539,
"KOR","AQUAPROD","TOT","USD","A","2014",2155276360,
"KOR","AQUAPROD","TOT","USD","A","2015",2159853467,
"KOR","AQUAPROD","TOT","USD","A","2016",2302602536,
"KOR","AQUAPROD","TOT","USD","A","2017",2924195009,
"KOR","AQUAPROD","TOT","USD","A","2018",3136119533,"E"
"KOR","AQUAPROD","TOT","USD","A","2019",2753417251,
"KOR","AQUAPROD","TOT","USD","A","2020",2779821512,
"KOR","AQUAPROD","TOT","USD","A","2021",3157880244,
"MEX","AQUAPROD","TOT","USD","A","2000",226221300,
"MEX","AQUAPROD","TOT","USD","A","2001",352940311,
"MEX","AQUAPROD","TOT","USD","A","2002",281918462,
"MEX","AQUAPROD","TOT","USD","A","2003",260061819,
"MEX","AQUAPROD","TOT","USD","A","2004",329920890,
"MEX","AQUAPROD","TOT","USD","A","2005",433686681,
"MEX","AQUAPROD","TOT","USD","A","2006",530124150,
"MEX","AQUAPROD","TOT","USD","A","2007",505739863,
"MEX","AQUAPROD","TOT","USD","A","2008",559112044,
"MEX","AQUAPROD","TOT","USD","A","2009",477567461,
"MEX","AQUAPROD","TOT","USD","A","2010",375130207,
"MEX","AQUAPROD","TOT","USD","A","2011",444136456,
"MEX","AQUAPROD","TOT","USD","A","2012",484707502,
"MEX","AQUAPROD","TOT","USD","A","2013",520029554,
"MEX","AQUAPROD","TOT","USD","A","2014",667388960,
"MEX","AQUAPROD","TOT","USD","A","2015",674370226,
"MEX","AQUAPROD","TOT","USD","A","2016",755512367,
"MEX","AQUAPROD","TOT","USD","A","2017",847428633,
"MEX","AQUAPROD","TOT","USD","A","2018",811567440,
"MEX","AQUAPROD","TOT","USD","A","2019",1047661242,
"MEX","AQUAPROD","TOT","USD","A","2020",1066316424,
"MEX","AQUAPROD","TOT","USD","A","2021",1082301258,
"NLD","AQUAPROD","TOT","USD","A","2000",106916940,
"NLD","AQUAPROD","TOT","USD","A","2001",110558380,
"NLD","AQUAPROD","TOT","USD","A","2002",89381489,
"NLD","AQUAPROD","TOT","USD","A","2003",119522775,
"NLD","AQUAPROD","TOT","USD","A","2004",125379261,
"NLD","AQUAPROD","TOT","USD","A","2005",124112374,
"NLD","AQUAPROD","TOT","USD","A","2006",126821132,
"NLD","AQUAPROD","TOT","USD","A","2007",155390160,
"NLD","AQUAPROD","TOT","USD","A","2008",145487600,"E"
"NLD","AQUAPROD","TOT","USD","A","2009",119874513,
"NLD","AQUAPROD","TOT","USD","A","2010",142982649,
"NLD","AQUAPROD","TOT","USD","A","2011",108239784,
"NLD","AQUAPROD","TOT","USD","A","2012",120305299,
"NLD","AQUAPROD","TOT","USD","A","2013",146857393,
"NLD","AQUAPROD","TOT","USD","A","2014",131146956,"E"
